#,Caso de prueba,Prioridad,Resultado esperado,Resultado Obtenido,,,,,,,,,,,,,,,,,,,,,
CH-03,"Enviar archivo adjunto (PDF, imagen)",?? Alto,Archivo descargable por el receptor,"Funciona correctamente, me gustaria que si adjuntamos un pdf o excel, salga el icono de pdf o excel y no un icono generico de documento, verifica eso.",,,,,,,,,,,,,,,,,,,,,
CH-04,Enviar archivo mayor al límite,?? Medio,Error claro con tamańo máximo permitido,"No hay validacion, verifica eso.",,,,,,,,,,,,,,,,,,,,,
CH-05,Crear grupo de chat con múltiples usuarios,?? Crítico,Todos los miembros reciben mensajes en tiempo real,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-06,Ańadir usuario a grupo existente,?? Alto,Usuario incorporado y recibe mensajes desde ese momento,"Funciona correctamente, pero los mensajes de que x fue removido del grupo o x fue agregado al grupo, hay que quitar y abrir el chat para que aparezcan, pero en cuanto a la logica de agregar o quitar funciona correctamente.",,,,,,,,,,,,,,,,,,,,,
CH-07,Quitar usuario de grupo,?? Alto,Usuario deja de recibir nuevos mensajes,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-08,Notificación de nuevo mensaje (badge),?? Crítico,Badge actualiza sin recargar página,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-09,Marcar chat como favorito,?? Medio,Aparece en sección de favoritos,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-10,Eliminar chat ? confirmación previa,?? Alto,"Modal de confirmación, eliminación irreversible",Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-11,Abrir chat en dos tabs simultáneamente,? Bajo,Sin mensajes duplicados ni conflictos,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
CH-12,Mensaje muy largo (1000+ caracteres),?? Medio,"Muestra completo o con ""Ver más"", sin romper el layout","Sale el mensaje completo, aplica logica de ver mas, segun cierta cantidad, puede haber varios ""ver mas"" hasta llegar al final",,,,,,,,,,,,,,,,,,,,,
N-01,Notificación web en tiempo real vía Socket.IO,?? Crítico,Badge actualiza sin recargar la página,Funciona correctamente  ,,,,,,,,,,,,,,,,,,,,,
N-02,Click en notificación ? navega al recurso correcto,?? Alto,"Lleva a la ficha, solicitud o chat correspondiente","Funciona correctamente, redirigiendo donde corresponde",,,,,,,,,,,,,,,,,,,,,
N-03,Marcar notificación como leída,?? Alto,"Badge disminuye, marcada visualmente",Al marcar como leida  desaparece el remarcado ,,,,,,,,,,,,,,,,,,,,,
N-04,Marcar todas como leídas,?? Alto,Badge desaparece por completo,la notificacion sigue apareciendo pero no marcada,,,,,,,,,,,,,,,,,,,,,
N-05,Email deshabilitado ? solo llega notificación web,?? Alto,"No se envía email, notificación web sí llega","si el email esta deshabilitado y si esta habilitado la notificacion web , solo llega la notificacion web ",,,,,,,,,,,,,,,,,,,,,
N-06,Usuario desconectado recibe notificación ? la ve al volver,?? Crítico,"Notificaciones persistidas en BD, visibles al reconectar",SI el usuario ve la notificacion cuando se vuelva a conectar ,,,,,,,,,,,,,,,,,,,,,
N-07,25+ notificaciones no leídas,?? Medio,"Paginación o ""Ver todas"", sin corte arbitrario",Las notificaciones si se ven si son mas de 25,,,,,,,,,,,,,,,,,,,,,
RB-01,Crear usuario con email duplicado,?? Crítico,Error de validación claro,"Dice el correo ya esta en uso, por ende esta correcto.
Formulario los campos tienen lag al ingresar informacion verifica por que.
Al crear usuario, sale un bloque en blanco medio transparente, es un error de diseńo, verifica que es y arreglalo quitalo.",,,,,,,,,,,,,,,,,,,,,
RB-02,Crear usuario y asignar rol,?? Crítico,Usuario inicia sesión con los permisos del rol asignado,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
RB-03,Cambiar rol a usuario con sesión activa,?? Alto,Nuevos permisos aplican en el próximo request o login,"cambie un rol de un usuario y me dice esto: Cannot read properties of null (reading 'toLowerCase')
el usuario no se le cerró sesión, pero se le fueron los permisos.",,,,,,,,,,,,,,,,,,,,,
RB-04,Deshabilitar usuario con sesión activa,?? Alto,"Próximo request devuelve 401/403, logout forzado","el usuario no se le cierra seion, pero si se le van sus permisos, deberia cerrarse su sesion y darle un mensaje que su usuario fue deshabilitado",,,,,,,,,,,,,,,,,,,,,
RB-05,Editar nombre de rol,?? Crítico,Cambio sin afectar permisos asociados al rol,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
RB-06,Agregar permiso a rol ? usuarios obtienen acceso,?? Crítico,Acceso nuevo sin necesidad de re-login,Funciona correctamente,,,,,,,,,,,,,,,,,,,,,
RB-07,Quitar permiso a rol ? acceso denegado,?? Crítico,403 limpio en el próximo request,"Funciona correctamente, pero al ser nuevos permisos o quitarle permisos, el usuario debe re ingresar a la pagina o recargarla para que se visualice, verifica eso.",,,,,,,,,,,,,,,,,,,,,
RB-08,Usuario con AI_MA_ADMIN_ACCESO (super-admin),?? Crítico,Acceso total sin restricciones por permiso,"ese permiso ya no existe, verifica los permisos son todos mediante base de datos.",,,,,,,,,,,,,,,,,,,,,
RB-09,Eliminar rol con usuarios asignados,?? Alto,"Advertencia, bloqueo o desasignación automática",modal de confirmacion que dice cantidad de usuarios que se le quitaran sus permisos.,,,,,,,,,,,,,,,,,,,,,
RB-10,Acceder a URL protegida pegándola sin permiso,?? Crítico,"Sin contenido protegido visible, redirect o 403","No tenemos logica de navegacion mediante urls, verifica nuestra logica de navegacion, deberia ser con urls? por ejemplo /fichas...",,,,,,,,,,,,,,,,,,,,,
MA-01,Crear registro sin campos obligatorios,?? Crítico,Error de validación por campo específico,"No da ningun error ni notificacion de error al crear algo en los maestros, arrojar error o notificaicon de error si no hay datos",,,,,,,,,,,,,,,,,,,,,
MA-02,Editar registro maestro en uso en fichas activas,?? Alto,Advertencia o cambio propagado a registros dependientes,Sin advertencias al momento de editar ,,,,,,,,,,,,,,,,,,,,,
MA-03,Deshabilitar registro referenciado por ficha activa,?? Alto,"Advertencia: ""Este registro está en uso""",No da ninguna advertencia ni notificacion,,,,,,,,,,,,,,,,,,,,,
MA-04,Tabla dependiente ? crear con FK inexistente,?? Medio,Error de FK o validación previa en el frontend,No da error pero si se puede crear algo nuevo en  en el mismo proceso que estas si no tienes lo requerido de tabla dependiente ,,,,,,,,,,,,,,,,,,,,,
MA-05,Buscar en tabla con 500+ registros,?? Medio,"Búsqueda rápida, sin timeout","error al cargar un maestro con gran cantidad de datos (ejemplo al ingresar en EMPRESA DE SERVICIO)
react-dom_client.js?v=1d046a35:7001 TypeError: Cannot read properties of null (reading 'toLowerCase')
    at defaultOptionsFilter (chunk-KYGESVNQ.js?v=1d046a35:15685:22)
    at OptionsDropdown (chunk-KYGESVNQ.js?v=1d046a35:15809:71)
    at Object.react_stack_bottom_frame (react-dom_client.js?v=1d046a35:18509:20)
    at renderWithHooks (react-dom_client.js?v=1d046a35:5654:24)
    at updateFunctionComponent (react-dom_client.js?v=1d046a35:7475:21)
    at beginWork (react-dom_client.js?v=1d046a35:8525:20)
    at runWithFiberInDEV (react-dom_client.js?v=1d046a35:997:72)
    at performUnitOfWork (react-dom_client.js?v=1d046a35:12561:98)
    at workLoopSync (react-dom_client.js?v=1d046a35:12424:43)
    at renderRootSync (react-dom_client.js?v=1d046a35:12408:13)

The above error occurred in the <OptionsDropdown> component.

React will try to recreate this component tree from scratch using the error boundary you provided, ErrorBoundary.

ErrorBoundary.tsx:24 Uncaught error: TypeError: Cannot read properties of null (reading 'toLowerCase')
 
{componentStack: '\n    at OptionsDropdown (http://localhost:5173/nod…s/.vite/deps/chunk-KYGESVNQ.js?v=1d046a35:2747:3)'}


",,,,,,,,,,,,,,,,,,,,,
MA-06,Paginación en tablas maestro,?? Alto,Funciona correctamente al cambiar de página,Funciona correctamente ,,,,,,,,,,,,,,,,,,,,,
DX-01,Toda la web usa Mantine UI v8 y paleta corporativa,?? Alto,Sin componentes de otras librerías visualmente mezclados,Todo esta construido con mantine UI v8 Y LA PALETA CORPORATIVA,,,,,,,,,,,,,,,,,,,,,
DX-02,Componentes reutilizables consistentes entre módulos,?? Alto,Cambiar de sección no produce cambio drástico de estilo,"SI presenta componentes reutilizados y consistentes con el sistema , y no produce cambios drasticos",,,,,,,,,,,,,,,,,,,,,
DX-03,Estados vacíos en todas las tablas,?? Medio,"Mensaje ""No hay datos"" elegante, sin tablas en blanco",si se gestionan los esatdos vacios ,,,,,,,,,,,,,,,,,,,,,
DX-04,Estados de carga en todas las peticiones,?? Alto,"Skeleton o spinner visible, sin pantallas en blanco",Si los implementa,,,,,,,,,,,,,,,,,,,,,
DX-05,Errores del backend legibles para el usuario,?? Crítico,"Texto en espańol, sin stack traces ni mensajes técnicos",Si los errores son visibles por el usuario  y faciles de comprender,,,,,,,,,,,,,,,,,,,,,
DX-06,Toasts de éxito/error se cierran solos,?? Medio,Desaparecen a los ~4-5 segundos,si desaparecen tras 4 segundos,,,,,,,,,,,,,,,,,,,,,
DX-07,Confirmación antes de acciones destructivas,?? Crítico,"Modal de confirmación en: eliminar, deshabilitar, cancelar","antes de  confirmar alguna eliminacion o algo parecido , le solicita confirmar al usuario ",,,,,,,,,,,,,,,,,,,,,
DX-08,Responsividad en tablet (768px),?? Alto,Layout usable sin desbordamientos,El sistema esta funcionando de forma responsiva para tablet y telefonos,,,,,,,,,,,,,,,,,,,,,
DX-09,Tablas largas con paginación o scroll infinito,?? Alto,Sin congelarse con 200+ registros,"En algunas paginas tenemos integrado el scroll infinito sin que pase por cantidad de vistas , sino que una sola conscroll ",,,,,,,,,,,,,,,,,,,,,
X-01,Dos usuarios crean la misma ficha simultáneamente (race condition),? Bajo,IDs duplicados o pérdida de datos — debe resolverse en BD,"No deberia haber problema, ya que es imposible que se cree al mismo tiempo, deberia crear ambas fichas, debe haber un tiempo de segundos ",,,,,,,,,,,,,,,,,,,,,
X-02,Un usuario edita ficha mientras otro la aprueba al mismo tiempo,? Bajo,Estado inconsistente — el último en guardar no debe silenciar el conflicto,"Se debe validar antes de cada accion, implementar tiempos",,,,,,,,,,,,,,,,,,,,,
X-03,Muestreador deshabilitado mientras su ruta se está procesando,? Bajo,Asignación huérfana o error visible al usuario,Lanzar mensaje de error,,,,,,,,,,,,,,,,,,,,,
X-04,Link de Maps válido pero de otro país (fuera de Chile),?? Medio,Coordenadas guardadas correctamente pero fuera del rango geográfico esperado,No deberia haber problema.,,,,,,,,,,,,,,,,,,,,,
X-05,BD con conexión caída durante guardado de ficha,? Bajo,"Rollback de transacción, datos no quedan a medias",Deberia haber mensaje de error al guardar,,,,,,,,,,,,,,,,,,,,,
X-06,Usuario borra cookies/localStorage con sesión activa,? Bajo,"Próximo request sin token ? 401 limpio, redirect a login",Verifica si la sesion la guardamos en las cookies y como deberiamos manejar esta situacion,,,,,,,,,,,,,,,,,,,,,
X-07,Subir PDF corrupto como documento adjunto,? Bajo,"Error manejado, sin crash del servidor",Implementa mensaje de error ,,,,,,,,,,,,,,,,,,,,,
X-08,"Nombre de empresa con caracteres especiales (&, <, >, "")",?? Medio,"Escapado correctamente en vistas y PDF, sin XSS","No deberia permitirse, implementa eso",,,,,,,,,,,,,,,,,,,,,
X-09,Importación bulk de 100+ fichas simultáneamente,? Bajo,Sin timeout ni procesamiento parcial silencioso,"No deberia haber problema, implementar tiempo si es que no hay.",,,,,,,,,,,,,,,,,,,,,
X-10,Socket.IO desconectado ? notificaciones dejan de llegar,?? Medio,Reconexión automática o alerta visible al usuario,Implementa alerta,,,,,,,,,,,,,,,,,,,,,
X-11,Token JWT manipulado manualmente en localStorage,?? Alto,"Backend rechaza con 401, no expone datos protegidos",Verifica como manejamos el token,,,,,,,,,,,,,,,,,,,,,
X-12,Email de notificación con HTML inyectado por usuario,?? Alto,"HTML sanitizado, no ejecutado en el cliente de email",Verifica qu eso no pase,,,,,,,,,,,,,,,,,,,,,
X-13,401 recibido con sesión activa ? logout sin perder contexto,?? Alto,"Redirige a login con mensaje, no pantalla en blanco",Verifica e implementa para manejar esa situacion.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
